TimeStamp,TimeStarted,DateStarted,Coder,ArticleID,ArticleIssues,ArticleLanguage,JIF,StudyType,PreReg,PreRegWhere,PreRegAccess,PreRegAspects,RawData,RawDataAvl,RawDataWhere,RawDataAccess,RawDataDocument,ProcessData,ProcessDataWhere,ProcessDataAccess,ProcessDataDocument,AnalysisScript,AnalysisScriptWhere,AnalysisScriptAccess,Materials,MaterialsWhere,MaterialsAccess,COI,Replication,OA,TimeEnded,DateEnded,CountryAuthor,EmpiricalStudyData,JIFYear,Year,year_split,clickable_doi,coder,round2_coder,Source.title,Agree,c
2021-12-08T01:12:03.241Z,1899-12-31T19:08:00Z,2021-12-07T00:00:00Z,JC,c103fcfd,There are no issues,English,NA,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,"Text file, Audio","No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T19:11:00Z,2021-12-07T00:00:00Z,USA,Experimental study,,2018,After-OS,http://doi.org/10.1044/2018_AJSLP-16-0239,jc,,American Journal of Speech-Language Pathology,TRUE,
2021-12-08T01:19:43.879Z,1899-12-31T19:15:00Z,2021-12-07T00:00:00Z,JC,001719cf,There are no issues,"Czech, English",NA,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,"Yes, the statement says that the raw data are available.",Available from a third party,No,No,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T19:19:00Z,2021-12-07T00:00:00Z,Czech Republic,Corpus study,2018,2019,After-OS,http://doi.org/10.1075/lic.17007.mal,jc,lk,Languages in Contrast,TRUE,
2021-12-08T01:24:24.144Z,1899-12-31T19:22:00Z,2021-12-07T00:00:00Z,JC,beb8095c,There are no issues,"Spanish, English",NA,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"Yes, the statement says that there is no conflict of interest",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T19:24:00Z,2021-12-07T00:00:00Z,Netherlands,Observational study,,2019,After-OS,http://doi.org/10.1177/1367006917728392,jc,,International Journal of Bilingualism,TRUE,
2021-12-08T01:29:10.359Z,1899-12-31T19:27:00Z,2021-12-07T00:00:00Z,JC,d28ff3d4,There are no issues,"English, German, French, Italian",NA,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,"Text file, Audio","No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T19:28:00Z,2021-12-07T00:00:00Z,France,Observational study,,2019,After-OS,http://doi.org/10.1016/j.wocn.2018.08.004,jc,,Journal of Phonetics,TRUE,
2021-12-08T02:46:45.727Z,1899-12-31T20:36:00Z,2021-12-07T00:00:00Z,JC,ec834df1,There are no issues,"Afrikaans, English",NA,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,Link to one corpus,Link to one corpus,No,Unclear,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,Materials or additional information are available through a third party,Available from a third party,No,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T20:46:00Z,2021-12-07T00:00:00Z,Australia,Corpus study,,2019,After-OS,http://doi.org/10.1556/084.001,jc,ab,Across Languages and Cultures,TRUE,
2021-12-08T02:55:52.559Z,1899-12-31T20:52:00Z,2021-12-07T00:00:00Z,JC,405643c5,There are no issues,Catalan,NA,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Audio,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T20:55:00Z,2021-12-07T00:00:00Z,UK,Survey or interview,,2018,After-OS,http://doi.org/10.1515/ijsl-2017-0055,jc,,International Journal of the Sociology of Language,TRUE,
2021-12-08T03:01:41.573Z,1899-12-31T20:59:00Z,2021-12-07T00:00:00Z,JC,914047d6,There are no issues,American Sign Language,NA,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Video,Online corpus,Available from a third party,Corpus is available,No,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,Materials or additional information are available through a third party,"No, link provided is broken",No,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T21:01:00Z,2021-12-07T00:00:00Z,Canada,Corpus study,2019,2019,After-OS,http://doi.org/10.1016/j.wocn.2019.100935,jc,lk,Journal of Phonetics,TRUE,
2021-12-08T03:03:25.231Z,1899-12-31T21:02:00Z,2021-12-07T00:00:00Z,JC,fd064e7e,Article is not about language,,,,,,,,,,,,,,,,,,,,,,,,,,1899-12-31T21:03:00Z,2021-12-07T00:00:00Z,,,,2019,After-OS,http://doi.org/10.4467/20834624SL.19.023.11316,jc,,Studia Linguistica Universitatis Iagellonicae Cracoviensis,TRUE,
2021-12-08T03:24:07.149Z,1899-12-31T21:19:00Z,2021-12-07T00:00:00Z,JC,aa9e6e2d,There are no issues,Slovak,NA,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,"Yes, the statement says that the raw data are available.",Unclear,Unable to locate from info available in article,Unclear,"No, processed data are not available. (GO TO SECTION 5)",,,,"Yes, analysis scripts are freely available",Code used to search corpus is available in text,Unnecessary,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T21:23:00Z,2021-12-07T00:00:00Z,Germany,Corpus study,,2019,After-OS,http://doi.org/10.2478/jazcas-2019-0049,jc,,Jazykovedny Casopis,TRUE,
2021-12-08T03:27:27.282Z,1899-12-31T21:24:00Z,2021-12-07T00:00:00Z,JC,fd5b7ec5,There are no issues,"English, Universal",NA,"No empirical data (e.g., editorials, commentaries [without reanalysis], simulations, news, reviews, theoretical).    (SKIP TO SECTION 8)",,,,,,,,,,,,,,,,,,,,"Yes, the statement says that there is no conflict of interest",,,1899-12-31T21:27:00Z,2021-12-07T00:00:00Z,USA,,2017,2019,After-OS,http://doi.org/10.1080/23273798.2017.1404114,jc,lk,"Language, Cognition and Neuroscience",TRUE,
2021-12-08T03:29:27.123Z,1899-12-31T21:28:00Z,2021-12-07T00:00:00Z,JC,a4895415,There are no issues,Arabic,NA,"No empirical data (e.g., editorials, commentaries [without reanalysis], simulations, news, reviews, theoretical).    (SKIP TO SECTION 8)",,,,,,,,,,,,,,,,,,,,"Yes, the statement says that there is no conflict of interest",,,1899-12-31T21:29:00Z,2021-12-07T00:00:00Z,USA,,2019,2019,After-OS,http://doi.org/10.1080/00437956.2019.1567038,jc,lk,Word,TRUE,
2021-12-08T04:12:00.728Z,1899-12-31T22:05:00Z,2021-12-07T00:00:00Z,JC,17af5aa0,There are no issues,English,NA,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Audio,Data from free online corpus,Available from a third party,No,Unclear,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T22:11:00Z,2021-12-07T00:00:00Z,USA,Corpus study,,2019,After-OS,http://doi.org/10.5334/labphon.163,jc,,Laboratory Phonology,TRUE,
2021-12-08T04:18:30.266Z,1899-12-31T22:15:00Z,2021-12-07T00:00:00Z,JC,4b363385,There are no issues,Croatian,NA,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Audio,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T22:18:00Z,2021-12-07T00:00:00Z,Norway,Experimental study,,2019,After-OS,http://doi.org/10.1353/jsl.2019.0003,jc,ab,Journal of Slavic Linguistics,TRUE,
2021-12-08T04:21:24.618Z,1899-12-31T22:20:00Z,2021-12-07T00:00:00Z,JC,cd2842a2,There are no issues,English,NA,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T22:21:00Z,2021-12-07T00:00:00Z,USA,Experimental study,,2018,After-OS,http://doi.org/10.1111/1460-6984.12325,jc,,International Journal of Language and Communication Disorders,TRUE,
2021-12-09T04:43:02.260Z,1899-12-31T22:41:00Z,2021-12-08T00:00:00Z,JC,7edbfeaa,Article is not about language,,,,,,,,,,,,,,,,,,,,,,,,,,1899-12-31T22:42:00Z,2021-12-08T00:00:00Z,,,,2019,After-OS,http://doi.org/10.1007/s11145-018-9925-7,jc,,Reading and Writing,TRUE,
2021-12-09T04:47:04.705Z,1899-12-31T22:44:00Z,2021-12-08T00:00:00Z,JC,ab11bec5,There are no issues,"Chinese, English",NA,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T22:46:00Z,2021-12-08T00:00:00Z,China,Experimental study,,2019,After-OS,http://doi.org/10.1007/s10590-019-09229-6,jc,ab,Machine Translation,TRUE,
2021-12-09T05:04:29.452Z,1899-12-31T23:02:00Z,2021-12-08T00:00:00Z,JC,a584e7b1,There are no issues,Chinese,NA,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T23:04:00Z,2021-12-08T00:00:00Z,Malaysia,Corpus study,NA,2018,After-OS,http://doi.org/10.21315/kajh2018.25.1.2,jc,ab,Kemanusiaan,TRUE,
2021-12-09T05:08:25.229Z,1899-12-31T23:05:00Z,2021-12-08T00:00:00Z,JC,e6bbb0ac,There are no issues,"German, Turkish",NA,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T23:08:00Z,2021-12-08T00:00:00Z,Austria,Observational study,,2019,After-OS,http://doi.org/10.1177/0023830918796691,jc,,Language and Speech,TRUE,
2021-12-09T05:12:29.374Z,1899-12-31T23:09:00Z,2021-12-08T00:00:00Z,JC,b0b85ef4,There are no issues,"Spanish, English",NA,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T23:12:00Z,2021-12-08T00:00:00Z,USA,Observation study,,2018,After-OS,http://doi.org/10.1017/S0305000917000125,jc,,Journal of Child Language,TRUE,
2021-12-10T04:04:30.989Z,1899-12-31T22:02:00Z,2021-12-09T00:00:00Z,JC,e52d9d65,There are no issues,English,NA,"No empirical data (e.g., editorials, commentaries [without reanalysis], simulations, news, reviews, theoretical).    (SKIP TO SECTION 8)",,,,,,,,,,,,,,,,,,,,"No, there is no conflict of interest statement",,,1899-12-31T22:04:00Z,2021-12-09T00:00:00Z,Malaysia,,,2019,After-OS,http://doi.org/10.18488/journal.23.2019.84.135.145,jc,,International Journal of English Language and Literature Studies,TRUE,
2021-12-10T04:08:09.357Z,1899-12-31T22:05:00Z,2021-12-09T00:00:00Z,JC,eec1773f,There are no issues,English,NA,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T22:08:00Z,2021-12-09T00:00:00Z,Australia,Observational study,,2019,After-OS,http://doi.org/10.1044/2018_JSLHR-H-18-0107,jc,,"Journal of Speech, Language, and Hearing Research",TRUE,
2021-12-10T04:14:25.280Z,1899-12-31T22:13:00Z,2021-12-09T00:00:00Z,JC,5b436f6b,There are no issues,English,NA,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T22:14:00Z,2021-12-09T00:00:00Z,USA,Observational study,,2019,After-OS,http://doi.org/10.1080/10573569.2018.1541770,jc,,Reading and Writing Quarterly,TRUE,
2021-12-10T04:16:00.888Z,1899-12-31T22:15:00Z,2021-12-09T00:00:00Z,JC,4.16E+06,Article is not about language,,,,,,,,,,,,,,,,,,,,,,,,,,1899-12-31T22:15:00Z,2021-12-09T00:00:00Z,,,,2019,After-OS,http://doi.org/10.1080/10573569.2018.1548952,jc,,,TRUE,
2021-12-10T04:19:13.192Z,1899-12-31T22:18:00Z,2021-12-09T00:00:00Z,JC,1f3a4a10,There are no issues,English,NA,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T22:19:00Z,2021-12-09T00:00:00Z,USA,Corpus study,,2018,After-OS,http://doi.org/10.1007/s11145-017-9815-4,jc,,Reading and Writing,TRUE,
