Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Tabossi, P., Fanari, R., Wolf, K.","6603286561; 6507293490; 8918361400","Processing Idiomatic Expressions: Effects of Semantic Compositionality",2008,"Journal of Experimental Psychology: Learning Memory and Cognition",34,"2",,313,327,,43,10.1037/0278-7393.34.2.313,"https://www.scopus.com/inward/record.url?eid=2-s2.0-40949113657&partnerID=40&md5=21ea078642725a4546eec9b0737702fa",Article,Final,,Scopus,2-s2.0-40949113657
"Colzato, L.S., Bajo, M.T., van den Wildenberg, W., Paolieri, D., Nieuwenhuis, S., Heij, W.L., Hommel, B.","6507926993; 7005349782; 6602609514; 23980833800; 6701539436; 23980093900; 7005738313","How Does Bilingualism Improve Executive Control? A Comparison of Active and Reactive Inhibition Mechanisms",2008,"Journal of Experimental Psychology: Learning Memory and Cognition",34,"2",,302,312,,216,10.1037/0278-7393.34.2.302,"https://www.scopus.com/inward/record.url?eid=2-s2.0-40949105207&partnerID=40&md5=d73a089f5a72b4604e15de0ba1573b51",Article,Final,,Scopus,2-s2.0-40949105207
"Weidemann, C.T., Huber, D.E., Shiffrin, R.M.","23981437600; 7202396999; 7004512031","Prime Diagnosticity in Short-Term Repetition Priming: Is Primed Evidence Discounted, Even When It Reliably Indicates the Correct Answer?",2008,"Journal of Experimental Psychology: Learning Memory and Cognition",34,"2",,257,281,,20,10.1037/0278-7393.34.2.257,"https://www.scopus.com/inward/record.url?eid=2-s2.0-40949104773&partnerID=40&md5=62aca96d6cc206d4e825c709e4dee09b",Article,Final,,Scopus,2-s2.0-40949104773
"Bassok, M., Pedigo, S.F., Oskarsson, A.T.","6602646661; 14066352900; 23981131700","Priming Addition Facts With Semantic Relations",2008,"Journal of Experimental Psychology: Learning Memory and Cognition",34,"2",,343,352,,36,10.1037/0278-7393.34.2.343,"https://www.scopus.com/inward/record.url?eid=2-s2.0-40949100906&partnerID=40&md5=7ec06614d13d41ab0a62f8b8d94e0f0b",Article,Final,,Scopus,2-s2.0-40949100906
"Ganor-Stern, D., Tzelgov, J.","21933404700; 6701374518","Across-Notation Automatic Numerical Processing",2008,"Journal of Experimental Psychology: Learning Memory and Cognition",34,"2",,430,437,,34,10.1037/0278-7393.34.2.430,"https://www.scopus.com/inward/record.url?eid=2-s2.0-40949100438&partnerID=40&md5=3b8fcf5f43f9eaa7d59b5cbcce138a0c",Article,Final,,Scopus,2-s2.0-40949100438
"O'Malley, S., Reynolds, M.G., Stolz, J.A., Besner, D.","16064622200; 15726058700; 7006479903; 7004843510","Reading Aloud: Spelling-Sound Translation Uses Central Attention",2008,"Journal of Experimental Psychology: Learning Memory and Cognition",34,"2",,422,429,,18,10.1037/0278-7393.34.2.422,"https://www.scopus.com/inward/record.url?eid=2-s2.0-40949094440&partnerID=40&md5=3e86603ce617a453729290972f7c3cd6",Article,Final,,Scopus,2-s2.0-40949094440
"Sahakyan, L., Delaney, P.F., Waldum, E.R.","6603409485; 7006716473; 23981542700","Intentional Forgetting Is Easier After Two ""Shots"" Than One",2008,"Journal of Experimental Psychology: Learning Memory and Cognition",34,"2",,408,414,,28,10.1037/0278-7393.34.2.408,"https://www.scopus.com/inward/record.url?eid=2-s2.0-40949091485&partnerID=40&md5=c57b4bbb7800f51e9dbb1580937ff9a4",Article,Final,,Scopus,2-s2.0-40949091485
"Leudar, I., Hayes, J., Nekvapil, J., Baker, J.T.","57192899861; 57205081435; 55399538800; 7404126837","Hostility themes in media, community and refugee narratives",2008,"Discourse and Society",19,"2",,187,221,,83,10.1177/0957926507085952,"https://www.scopus.com/inward/record.url?eid=2-s2.0-40149111866&partnerID=40&md5=333c7ac95a87fecef2813921cb5a5f32",Article,Final,,Scopus,2-s2.0-40149111866
"Howard, K.M.","34969270700","Temporal landscapes of morality in narrative: Student evaluation in a Thai parent-teacher conference",2008,"Discourse and Society",19,"2",,163,186,,1,10.1177/0957926507085951,"https://www.scopus.com/inward/record.url?eid=2-s2.0-40149107739&partnerID=40&md5=0193d8eb7e34d5791809c54de25801e2",Article,Final,,Scopus,2-s2.0-40149107739
"Shenhav, S.R.","6603506044","Showing and telling in parliamentary discourse: The case of repeated interjections to Rabin's speeches in the Israeli parliament",2008,"Discourse and Society",19,"2",,223,255,,14,10.1177/0957926507085953,"https://www.scopus.com/inward/record.url?eid=2-s2.0-40149095917&partnerID=40&md5=b07dc7ddf182a06b3b5abc327cc8077b",Article,Final,,Scopus,2-s2.0-40149095917
"Andersson, K.","23768173100","Constructing young masculinity: A case study of heroic discourse on violence",2008,"Discourse and Society",19,"2",,139,161,,46,10.1177/0957926507085949,"https://www.scopus.com/inward/record.url?eid=2-s2.0-40149088791&partnerID=40&md5=9cbe2b852cc955628e6bf9bb5b7b7687",Article,Final,,Scopus,2-s2.0-40149088791
"Kecskes, I.","35606514100","Dueling contexts: A dynamic model of meaning",2008,"Journal of Pragmatics",40,"3",,385,406,,127,10.1016/j.pragma.2007.12.004,"https://www.scopus.com/inward/record.url?eid=2-s2.0-39849091929&partnerID=40&md5=92085fcf0aea45bc819167d22dd21951",Article,Final,,Scopus,2-s2.0-39849091929
"Bagwasi, M.M.","13608038600","Pragmatics of letter writing in Setswana",2008,"Journal of Pragmatics",40,"3",,525,536,,5,10.1016/j.pragma.2007.11.009,"https://www.scopus.com/inward/record.url?eid=2-s2.0-39849088415&partnerID=40&md5=5c67feca7f103d6f453d08c9395d3dbc",Article,Final,,Scopus,2-s2.0-39849088415
"Bing, J., Ruhl, C.","7006053360; 35871181900","It's all my fault! The pragmatics of responsibility statements",2008,"Journal of Pragmatics",40,"3",,537,558,,4,10.1016/j.pragma.2007.04.010,"https://www.scopus.com/inward/record.url?eid=2-s2.0-39749201698&partnerID=40&md5=4fac9aa9b6891ae67686f1b76d40e958",Article,Final,,Scopus,2-s2.0-39749201698
"O'Reilly, M.","16424819300","What value is there in children's talk? Investigating family therapists' interruptions of parents and children during the therapeutic process",2008,"Journal of Pragmatics",40,"3",,507,524,,22,10.1016/j.pragma.2007.12.005,"https://www.scopus.com/inward/record.url?eid=2-s2.0-39749196679&partnerID=40&md5=8c8c180e8871395cc2ca51f2da9ae0c8",Article,Final,,Scopus,2-s2.0-39749196679
"Kong, K.C.C.","35958275100","A filial son or a loving mother?. Evaluation as recontextualisation devices in property transaction reports",2008,"Journal of Pragmatics",40,"3",,431,453,,7,10.1016/j.pragma.2007.02.004,"https://www.scopus.com/inward/record.url?eid=2-s2.0-39749150474&partnerID=40&md5=89f725cc01e2d59b813cf01f48be7848",Article,Final,,Scopus,2-s2.0-39749150474
"van Eemeren, F.H., Houtlosser, P., Snoeck Henkemans, A.F.","6507838035; 14056136200; 23487321100","Dialectical profiles and indicators of argumentative moves",2008,"Journal of Pragmatics",40,"3",,475,493,,17,10.1016/j.pragma.2007.12.002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-39749148889&partnerID=40&md5=627dbb1c3adfddaabb1711401f71d877",Article,Final,,Scopus,2-s2.0-39749148889
"Kapellidi, C.","23103070300","Framing and Perspectivizing in Discourse. Titus Ensink and Christoph Sauer (Eds.), John Benjamins, Amsterdam/Philadelphia, 2003, vii+219 pp",2008,"Journal of Pragmatics",40,"3",,577,580,,2,10.1016/j.pragma.2007.11.008,"https://www.scopus.com/inward/record.url?eid=2-s2.0-39749134300&partnerID=40&md5=97d0125cd3e2ab753997e0ed0cc889c9",Article,Final,,Scopus,2-s2.0-39749134300
"Marley, C.","16239514700","Assuming identities: The workings of intertextual metaphors in a corpus of dating ads",2008,"Journal of Pragmatics",40,"3",,559,576,,12,10.1016/j.pragma.2007.09.005,"https://www.scopus.com/inward/record.url?eid=2-s2.0-39749132319&partnerID=40&md5=d235342c3262df0058edaec8aec57d70",Article,Final,,Scopus,2-s2.0-39749132319
"Alby, F., Zucchermaglio, C.","14038931500; 6508168119","Collaboration in web design: Sharing knowledge, pursuing usability",2008,"Journal of Pragmatics",40,"3",,494,506,,11,10.1016/j.pragma.2007.10.008,"https://www.scopus.com/inward/record.url?eid=2-s2.0-39749116446&partnerID=40&md5=c81e4102e9be7263202138f415e0e366",Article,Final,,Scopus,2-s2.0-39749116446
"Vallée, R.","35893989500","Conventional implicature revisited",2008,"Journal of Pragmatics",40,"3",,407,430,,6,10.1016/j.pragma.2007.10.006,"https://www.scopus.com/inward/record.url?eid=2-s2.0-39749114885&partnerID=40&md5=9cae3447bbce226c8d8b4e039b48c4b5",Article,Final,,Scopus,2-s2.0-39749114885
"Lai, H.-l.","23667765100","Understanding and classifying two-part allegorical sayings: Metonymy, metaphor, and cultural constraints",2008,"Journal of Pragmatics",40,"3",,454,474,,8,10.1016/j.pragma.2007.04.011,"https://www.scopus.com/inward/record.url?eid=2-s2.0-39749097915&partnerID=40&md5=78fa745fcb822a641c663e065957e92e",Article,Final,,Scopus,2-s2.0-39749097915
"Miller, A.","36712041100","From literary page to operatic stage: Manon's tragic voice of her own",2008,"French Review",81,"4",,682,695,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-61449528941&partnerID=40&md5=6e7826471f5c64e2a97e73a9e78c0d74",Article,Final,,Scopus,2-s2.0-61449528941
"Hennessy, S.","35936073000","Consumption and desire in Au Bonheur des Dames",2008,"French Review",81,"4",,696,706,,2,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-61449455403&partnerID=40&md5=ffe99c11ec434b2c693d07c423d6b58e",Article,Final,,Scopus,2-s2.0-61449455403
"Sconduto, L.A.","37069799400","Bringing French culture / civilization to life in the classroom",2008,"French Review",81,"4",,720,732,,4,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-61449455402&partnerID=40&md5=37d29bf38dd6f0bca815d5f49a991b54",Article,Final,,Scopus,2-s2.0-61449455402
"Westbrook, J.","7005961600","Reorienting surrealism",2008,"French Review",81,"4",,707,718,,1,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-61449446508&partnerID=40&md5=b6ed0a9b72f9d1646204fe21802ea7f1",Article,Final,,Scopus,2-s2.0-61449446508
"Fleishman, J.","24175671000","The delinquent daughter and legal innovation in deuteronomy xxii 20-21",2008,"Vetus Testamentum",58,"2",,191,210,,3,10.1163/156853308X265963,"https://www.scopus.com/inward/record.url?eid=2-s2.0-43349095647&partnerID=40&md5=8cb5d1b9274f52be89d99af111265775",Article,Final,,Scopus,2-s2.0-43349095647
"Joo, S.","55329043100","Short notes (2 Sam. xiii 32): Lot?",2008,"Vetus Testamentum",58,"2",,258,269,,,10.1163/156853307X237677,"https://www.scopus.com/inward/record.url?eid=2-s2.0-43149117297&partnerID=40&md5=069bc54fb6dbed41757895dd4dc2ae21",Article,Final,,Scopus,2-s2.0-43149117297
"Reynolds, K.A.","51564486600","The answer of Psalm cxix 9",2008,"Vetus Testamentum",58,"2",,265,269,,1,10.1163/156853308X265927,"https://www.scopus.com/inward/record.url?eid=2-s2.0-43149111340&partnerID=40&md5=6014fc167c519be7054cf303d62c5642",Article,Final,,Scopus,2-s2.0-43149111340
"Haran, M.","56967128200","Ezekiel, P, and the priestly school",2008,"Vetus Testamentum",58,"2",,211,218,,6,10.1163/156853308X265954,"https://www.scopus.com/inward/record.url?eid=2-s2.0-43149110008&partnerID=40&md5=e8f79c3f2cdc9d44180318af7490fff8",Article,Final,,Scopus,2-s2.0-43149110008
"Baden, J.S.","36677026600","The w∂yiqtol and the volitive sequence",2008,"Vetus Testamentum",58,"2",,147,158,,6,10.1163/156853308X265936,"https://www.scopus.com/inward/record.url?eid=2-s2.0-43149104794&partnerID=40&md5=600274b111032c2758241eaf305ebcbc",Article,Final,,Scopus,2-s2.0-43149104794
"Holloway, P.A.","24173209000","""beguile your soul"" (Sir xiv 16; Xxx 23): An epicurean theme in Ben Sira",2008,"Vetus Testamentum",58,"2",,219,234,,2,10.1163/156853308X278671,"https://www.scopus.com/inward/record.url?eid=2-s2.0-43149096071&partnerID=40&md5=034a0d7b481bc5e115a33e0637500997",Article,Final,,Scopus,2-s2.0-43149096071
"Patmore, H.M.","24173584900","Did the Masoretes get it wrong? The vocalization and accentuation of Ezekiel xxviii 12-19",2008,"Vetus Testamentum",58,"2",,245,257,,5,10.1163/156853308X265945,"https://www.scopus.com/inward/record.url?eid=2-s2.0-43149094025&partnerID=40&md5=0dc34613e55cd89745034e39c855abae",Article,Final,,Scopus,2-s2.0-43149094025
"Novick, T.","24173861300","Pain and production in Eden: Some philological reflections on Genesis iii 16",2008,"Vetus Testamentum",58,"2",,235,244,,3,10.1163/156853308X278699,"https://www.scopus.com/inward/record.url?eid=2-s2.0-43149086174&partnerID=40&md5=3fbf9c0c8c90f1b7980c1eeb671cc2aa",Article,Final,,Scopus,2-s2.0-43149086174
"Everson, D.L.","24173257800","An examination of synoptic portions within the vulgate",2008,"Vetus Testamentum",58,"2",,178,190,,3,10.1163/156853308X278662,"https://www.scopus.com/inward/record.url?eid=2-s2.0-43149083313&partnerID=40&md5=9871af8df9818c056fb883c0fea9f860",Article,Final,,Scopus,2-s2.0-43149083313
"Fraas, M., Balz, M.A.","23484794400; 23484322900","Expressive electronic journal writing: Freedom of communication for survivors of acquired brain injury",2008,"Journal of Psycholinguistic Research",37,"2",,115,124,,7,10.1007/s10936-007-9062-y,"https://www.scopus.com/inward/record.url?eid=2-s2.0-38749152472&partnerID=40&md5=1b242b5eafe7120e89df220375e50e8b",Article,Final,,Scopus,2-s2.0-38749152472
"Ra̧czaszek-Leonardi, J., Shapiro, L.P., Tuller, B., Kelso, J.A.S.","23393685700; 7402091432; 6603739829; 7101702561","Activating basic category exemplars in sentence contexts: A dynamical account",2008,"Journal of Psycholinguistic Research",37,"2",,87,113,,6,10.1007/s10936-007-9061-z,"https://www.scopus.com/inward/record.url?eid=2-s2.0-38749134178&partnerID=40&md5=d12a9f5c6eea31cb2c1fa037a5dc5941",Article,Final,,Scopus,2-s2.0-38749134178
"Bordag, D., Pechmann, T.","6506580535; 6602995169","Grammatical gender in speech production: Evidence from Czech",2008,"Journal of Psycholinguistic Research",37,"2",,69,85,,14,10.1007/s10936-007-9060-0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-38749124070&partnerID=40&md5=4b7d3e93991a03bd6d025370f97a5f5b",Article,Final,,Scopus,2-s2.0-38749124070
"Leong, C.K.","55665475100","The impact of sonority on onset-rime and peak-coda lexical decision and naming of lexical items by children with different spelling ability",2008,"Journal of Psycholinguistic Research",37,"2",,125,139,,2,10.1007/s10936-007-9063-x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-38749102375&partnerID=40&md5=3933a6951e565ef1d45f841c55b6904b",Article,Final,,Scopus,2-s2.0-38749102375
"Greene, E.","36713557200","Another look at early chan: Daoxuan, bodhidharma, and the three levels movement",2008,"T'oung Pao",94,"1-3",,49,114,,6,10.1163/008254308X367022,"https://www.scopus.com/inward/record.url?eid=2-s2.0-69749103183&partnerID=40&md5=380a2fb3791eccd66c3f06aacf8baef9",Article,Final,,Scopus,2-s2.0-69749103183
"Trombert, É.","26037613500","The karez concept in ancient Chinese sources myth or reality?",2008,"T'oung Pao",94,"1-3",,115,150,,4,10.1163/008254308X367031,"https://www.scopus.com/inward/record.url?eid=2-s2.0-69649087586&partnerID=40&md5=9066b4dacc5ef3d0997d60b431a02a52",Article,Final,,Scopus,2-s2.0-69649087586
"Stephens, K.E.","23986219200","A quick guide to selecting great informational books for young children",2008,"Reading Teacher",61,"6",,488,490,,2,10.1598/RT.61.6.6,"https://www.scopus.com/inward/record.url?eid=2-s2.0-41149165135&partnerID=40&md5=691093731497b8d0ee816a0388882515",Article,Final,,Scopus,2-s2.0-41149165135
"Flynt, E.S., Brozo, W.G.","8618887200; 6506892259","Developing academic language: Got words?",2008,"Reading Teacher",61,"6",,500,502,,10,10.1598/RT.61.6.9,"https://www.scopus.com/inward/record.url?eid=2-s2.0-41149164638&partnerID=40&md5=92a8bd8021db9a2c745ec3db23c137a8",Article,Final,,Scopus,2-s2.0-41149164638
"Block, C.C., Parris, S.R., Whiteley, C.S.","7101630760; 16241921400; 23986700600","CPMs: A kinesthetic comprehension strategy",2008,"Reading Teacher",61,"6",,460,470,,22,10.1598/RT.61.6.3,"https://www.scopus.com/inward/record.url?eid=2-s2.0-41149149097&partnerID=40&md5=9f5c5ebc50c03163a1b9c2e796220194",Article,Final,,Scopus,2-s2.0-41149149097
"Manyak, P.C.","16064659600","What's your news? Portraits of a rich language and literacy activity for English-language learners",2008,"Reading Teacher",61,"6",,450,458,,6,10.1598/RT.61.6.2,"https://www.scopus.com/inward/record.url?eid=2-s2.0-41149144086&partnerID=40&md5=da6dff1807f4617b6b63d6e34b599b7d",Article,Final,,Scopus,2-s2.0-41149144086
"Patterson, E., Schaller, M., Clemens, J.","23985952200; 23986089100; 23984075700","A closer look at interactive writing",2008,"Reading Teacher",61,"6",,496,497,,7,10.1598/RT.61.6.8,"https://www.scopus.com/inward/record.url?eid=2-s2.0-41149144085&partnerID=40&md5=ac88b01046b6380dbea0589c7f4246ad",Article,Final,,Scopus,2-s2.0-41149144085
"Boulware, B.J., Crow, M.L.","23984027400; 23984081000","Using the concept attainment strategy to enhance reading comprehension",2008,"Reading Teacher",61,"6",,491,495,,1,10.1598/RT.61.6.7,"https://www.scopus.com/inward/record.url?eid=2-s2.0-41149121515&partnerID=40&md5=e2427b475142851d8104226bea5a8037",Article,Final,,Scopus,2-s2.0-41149121515
"Rainville, K.N., Jones, S.","23986173400; 55628527984","Situated identities: Power and positioning in the work of a literacy coach",2008,"Reading Teacher",61,"6",,440,448,,50,10.1598/RT.61.6.1,"https://www.scopus.com/inward/record.url?eid=2-s2.0-41149120501&partnerID=40&md5=5f2ed8d4c2c80f59a62fea3553e2d3cb",Article,Final,,Scopus,2-s2.0-41149120501
"Boling, E., Castek, J., Zawilinski, L., Barton, K., Nierlich, T.","15519543900; 23983952300; 23986845800; 51561119200; 51562206800","Collaborative literacy: Blogs and internet projects",2008,"Reading Teacher",61,"6",,504,506,,36,10.1598/RT.61.6.10,"https://www.scopus.com/inward/record.url?eid=2-s2.0-41149117433&partnerID=40&md5=e8868d0b611776834d2f77ee06f858ba",Article,Final,,Scopus,2-s2.0-41149117433
"Anthony, A.R.B.","23984325300","Output strategies for English-language learners: Theory to practice",2008,"Reading Teacher",61,"6",,472,482,,13,10.1598/RT.61.6.4,"https://www.scopus.com/inward/record.url?eid=2-s2.0-41149117086&partnerID=40&md5=24a584dae863ae592911cf1c0b58449c",Article,Final,,Scopus,2-s2.0-41149117086
"Wilson, A.A.","23986694000","Motivating young writers through write-talks: Real writers, real audiences, real purposes",2008,"Reading Teacher",61,"6",,485,487,,3,10.1598/RT.61.6.5,"https://www.scopus.com/inward/record.url?eid=2-s2.0-41149089607&partnerID=40&md5=b7c9e4541e7be6ef924145ee910ff672",Article,Final,,Scopus,2-s2.0-41149089607
