row_num,ID,clickable_doi,Title,Year,Authors,year_split,first_code_initials,first_code_include,first_code_reason,second_code_include,second_code_reason,second_code_initials
988,,http://doi.org/10.1111/modl.12461,"Motivation, Comprehensibility, and Accentedness in L2 Spanish: Investigating Motivation as a Time-Varying Predictor of Pronunciation Development",2018,"Nagle, C.",After-OS,kc 37,Yes,NA,NA,NA,NA
989,,http://doi.org/10.1086/696142,"Notes on chronology in the phrygian highlands: Cultic installations, defenses, and clamp cuttings",2018,"Summers, G.D.",After-OS,kc 38,No,archeology,NA,NA,NA
990,,http://doi.org/10.1556/068.2018.58.1-4.41,Perception of a mystery: The images of the myth of Orpheus on ancient coins,2018,"Ceci, F., Krauze-Kołodziej, A.",After-OS,kc 39,No,mythology,NA,NA,NA
991,,http://doi.org/10.1080/02687038.2016.1274875,Are you a doctor? … Are you a doctor? I’m not a doctor! A reappraisal of mitigated echolalia in aphasia with evaluation of neural correlates and treatment approaches,2018,"Berthier, M.L., Torres-Prioris, M.J., López-Barroso, D., Thurnhofer-Hemsi, K., Paredes-Pacheco, J., Roé-Vellvé, N., Alfaro, F., Pertierra, L., Dávila, G.",After-OS,kc 40,Unsure,aphasia and neurology (sentence comprehension tasks but overall not that directly related),NA,NA,NA
992,,http://doi.org/10.1007/s11196-017-9526-9,Hart and Putnam on Rules and Paradigms: A Reply to Stavropoulos,2018,"Fonseca, A.M.",After-OS,kc 41,No,Law,NA,NA,NA
993,,http://doi.org/10.1016/j.wocn.2018.06.001,Using meta-analysis for evidence synthesis: The case of incomplete neutralization in German,2018,"Nicenboim, B., Roettger, T.B., Vasishth, S.",After-OS,kc 42,Yes,NA,NA,NA,NA
994,,http://doi.org/10.1016/j.bandl.2016.06.001,The peri-Sylvian cortical network underlying single word repetition revealed by electrocortical stimulation and direct neural recordings,2019,"Leonard, M.K., Cai, R., Babiak, M.C., Ren, A., Chang, E.F.",After-OS,kc 43,Yes,NA,NA,NA,NA
995,,http://doi.org/,Anti-cancer properties of the methanol extract of boswellia serrata gum resin: Cell proliferation arrest and inhibition of angiogenesis and metastasis in BALB/c mice breast cancer model,2018,"Alipanah, H., Zareian, P.",After-OS,kc 44,No,Physiology and medicine,NA,NA,NA
996,,http://doi.org/10.1002/trtr.1680,Close Sentence Reading to Foster Decoding and Comprehension,2018,"Minnery, A., Smith, A.T.",After-OS,kc 45,Yes,NA,NA,NA,NA
997,,http://doi.org/10.1016/j.jvlc.2018.06.003,A temporal graph grammar formalism,2018,"Shi, Z., Zeng, X., Zou, Y., Huang, S., Li, H., Hu, B., Yao, Y.",After-OS,kc 46,Yes,NA,NA,NA,NA
998,,http://doi.org/10.1080/10720537.2017.1333472,Ebola ‘Done Done’—But What Has It Left Behind?,2018,"Winter, D.A.",After-OS,kc 47,No,contructive psychology not on language,NA,NA,NA
999,,http://doi.org/10.1556/068.2018.58.1-4.12,The mithraeum at kempraten (CH) - Preliminary results from a new discovery in 2015/16,2018,"Lo Russo, S., Ackermann, R., Flück, H., Peter, M.",After-OS,kc 48,No,archeology,NA,NA,NA
1000,,http://doi.org/10.1080/10926488.2018.1481255,The effects of stimulus complexity and conceptual fluency on aesthetic judgments of abstract art: Evidence for a default–interventionist account,2018,"Ball, L.J., Threadgold, E., Marsh, J.E., Christensen, B.T.",After-OS,kc 49,No,cognition on art but not about language,NA,NA,NA
1001,,http://doi.org/10.1111/1460-6984.12498,‘It depends’: Characterizing speech and language therapy for preschool children with developmental speech and language disorders,2019,"Morgan, L., Marshall, J., Harding, S., Powell, G., Wren, Y., Coad, J., Roulstone, S.",After-OS,kc 50,Unsure,speech and language therapy,NA,NA,NA
1002,,http://doi.org/10.1016/j.specom.2017.12.015,Contextual effect in second language perception and production of Mandarin tones,2018,"Hao, Y.-C.",After-OS,kc 51,Yes,NA,NA,NA,NA
1003,,http://doi.org/10.1016/j.jeap.2019.06.009,Functional language in curriculum genres: Implications for testing international teaching assistants,2019,"Cotos, E., Chung, Y.-R.",After-OS,kc 52,Yes,NA,NA,NA,NA
1004,,http://doi.org/10.18823/asiatefl.2019.16.4.1.1069,Understanding motivational fluctuations among young rural efl learners: A longitudinal case study,2019,"Hsu, H.-W.",After-OS,kc 53,Yes,NA,NA,NA,NA
1005,,http://doi.org/10.1177/0033688217716507,Profiling Collocations in EFL Writing of Chinese Tertiary Learners,2019,"Chen, W.",After-OS,kc 54,Yes,NA,NA,NA,NA
1006,,http://doi.org/10.1080/14664208.2018.1503390,"The homecoming of an Indigenous Australian diaspora as impetus for language revival: the Kaurna of the Adelaide plains, South Australia",2019,"Amery, R.",After-OS,kc 55,Yes,NA,NA,NA,NA
1007,,http://doi.org/10.1007/s11145-018-9925-7,Content-area reading comprehension and teachers’ use of instructional time: effects on middle school students’ social studies knowledge,2019,"Toste, J.R., Vaughn, S., Martinez, L.R., Bustillos-SoRelle, D.A.",After-OS,kc 56,Yes,NA,NA,NA,NA
1008,,http://doi.org/10.1016/j.cognition.2018.06.002,Nonword repetition depends on the frequency of sublexical representations at different grain sizes: Evidence from a multi-factorial analysis,2018,"Szewczyk, J.M., Marecka, M., Chiat, S., Wodniecka, Z.",After-OS,kc 57,Yes,NA,NA,NA,NA
1009,,http://doi.org/10.22055/rals.2019.15150,Metaphoric terms in tatar toponyms as the reflection of the national world-view,2019,"Khadieva, G.K., Galiullina, G.R., Kuzmina, K.K., Abdrakhmanova, A.A.",After-OS,kc 58,Yes,NA,NA,NA,NA
1010,,http://doi.org/10.1159/000488758,The Effects of Emotion on Second Formant Frequency Fluctuations in Adults Who Stutter,2018,"Bauerly, K.R.",After-OS,kc 59,Yes,NA,NA,NA,NA
1011,,http://doi.org/10.4018/IJCALLT.2018010104,The effect of CALL-based instruction on students' score attainment on the TOEFL iBT in a yemeni context,2018,"Alotumi, M.",After-OS,kc 60,Yes,NA,NA,NA,NA
1012,,http://doi.org/10.1016/j.system.2018.05.003,The relationship between English language learners’ motivation and online self-regulation: A structural equation modelling approach,2018,"Zheng, C., Liang, J.-C., Li, M., Tsai, C.-C.",After-OS,kc 61,Yes,NA,NA,NA,NA
1013,,http://doi.org/10.1111/stul.12091,Weather in Polish: A contribution to the typology of meteorological constructions,2019,"Andrason, A.",After-OS,kc 62,Yes,NA,NA,NA,NA
1014,,http://doi.org/10.1075/lic.15019.lab,Crossed transposition in a corpus-based study of motion in English and Spanish,2018,"Labrador, B.",After-OS,kc 63,Yes,NA,NA,NA,NA
1015,,http://doi.org/10.21638/11701/SPBU20.2019.202,"\""As isis loved osiris, so let matrona love theodoros⋯\"": Sympathetic magic and similia similibus formulae in Greek and Latin curse tablets (Part 2)",2019,"Franek, J., Urbanová, D.",After-OS,kc 64,Yes,(note: philology and classics),NA,NA,NA
1016,,http://doi.org/10.1111/ijal.12202,Driving instruction at high speed on a race circuit: Issues in action formation and sequence organization,2018,"Mondada, L.",After-OS,kc 65,Yes,NA,NA,NA,NA
1017,,http://doi.org/10.1044/2018_JSLHR-S-17-0386,The mandarin version of the consensus auditory-perceptual evaluation of voice (Cape-V) and its reliability,2018,"Chen, Z., Fang, R., Zhang, Y., Ge, P., Zhuang, P., Chou, A., Jiang, J.",After-OS,kc 66,No,audiology,NA,NA,NA
1018,,http://doi.org/10.1177/1367006917698586,Intra-speaker variation in Chinese–English code-switching: The interaction between cognitive and contextual factors,2018,"Liu, H.",After-OS,kc 67,Yes,NA,NA,NA,NA
1019,,http://doi.org/,Data about the situation in scopije in 1684: A relation connected to the death of andrea bogdani | ДАННИ ЗА ОБСТАНОВКАТА В СКОПИЕ ПРЕЗ 1684 ГОДИНА: РЕЛАЦИЯ ВЪВ ВРЪЗКА СЪС СМЪРТТА НА АНДРЕА БОГДАНИ,2018,"Cherma, D.",After-OS,kc 68,No,Not in English,NA,NA,NA
1020,,http://doi.org/10.1007/s10772-017-9481-6,Combining evidences from excitation source and vocal tract system features for Indian language identification using deep neural networks,2018,"Kamsali Veera, M., Vuddagiri, R.K., Gangashetty, S.V., Vuppala, A.K.",After-OS,kc 69,Yes,NA,NA,NA,NA
1021,,http://doi.org/10.1075/lplp.00046.phi,"Languages in public policy, and constraints in academia",2019,"Phillipson, R.",After-OS,kc 70,Yes,NA,NA,NA,NA
1022,,http://doi.org/10.1177/0891241618792074,The “Truly Creative” Florists: When Creativity Becomes a Gendered Privilege,2019,"Zinn, I.",After-OS,kc 71,No,ethnography but not on language,NA,NA,NA
1023,,http://doi.org/10.1080/14708477.2018.1474887,"Lobster, tourism and other kinds of business. Economic opportunity and language choice in a multilingual village in Belize",2018,"Schneider, B.",After-OS,kc 72,Yes,NA,NA,NA,NA
1024,,http://doi.org/10.1093/applin/amw030,The best of both worlds: Combining cognitive linguistics and pedagogic tasks to teach english conditionals,2018,"Jacobsen, N.D.",After-OS,kc 73,Yes,NA,NA,NA,NA
1025,,http://doi.org/10.1017/S0272263118000049,SUBJECT POSITION and INFORMATION STRUCTURE in L2 Spanish,2018,"Sánchez Alvarado, C.",After-OS,kc 74,Yes,NA,NA,NA,NA
1026,,http://doi.org/10.31902/fll.26.2019.12,Rethinking personal history and maintaining indentity - Offred in margaret atwood's the handmaid's tale,2019,"Spirovska, E.",After-OS,kc 75,No,literature,NA,NA,NA
1027,,http://doi.org/,Museum communication: The role of translation in disseminating culture,2018,"Turnbull, J.",After-OS,kc 76,No,translation and cultural studies,NA,NA,NA
1028,,http://doi.org/10.1007/s11061-018-9567-7,"Two or III Feet Apart: Oral Recitation, Roman Numerals, and Metrical Regularity in Capystranus",2018,"Ford, J.C.",After-OS,kc 77,Yes,NA,NA,NA,NA
1029,,http://doi.org/10.1177/0023830918796691,Vocabulary as a Central Link between Phonological Working Memory and Narrative Competence: Evidence from Monolingual and Bilingual Four-Year-Olds from Different Socioeconomic Backgrounds,2019,"Korecky-Kröll, K., Dobek, N., Blaschitz, V., Sommer-Lolei, S., Boniecki, M., Uzunkaya-Sharma, K., Dressler, W.U.",After-OS,kc 78,Yes,NA,NA,NA,NA
1030,,http://doi.org/10.1002/trtr.1693,The Uses and Misuses of Graphic Organizers in Content Area Learning,2018,[No author name available],After-OS,kc 79,Yes,NA,NA,NA,NA
1031,,http://doi.org/10.1186/s40862-018-0054-2,"An exploration of strategies used by Chinese graduate students in electrical engineering and education: integrating questionnaire, task performance, and post-task recall data",2018,"Zhou, J., Huang, L.-S.",After-OS,kc 80,Yes,NA,NA,NA,NA
1032,,http://doi.org/,A study of the practices and responsibilities of scholarly peer review in rhetoric and composition,2019,"Söderlund, L., Wells, J.",After-OS,kc 81,No,Rhetoric and composition,NA,NA,NA
1033,,http://doi.org/10.1353/lan.2019.0009,"Generative linguistics and neural networks at 60: Foundation, friction, and fusion",2019,"Pater, J.",After-OS,kc 82,Yes,NA,NA,NA,NA
1034,,http://doi.org/10.1016/j.linged.2018.02.001,Creating translanguaging spaces in students’ academic writing practices,2018,"Kaufhold, K.",After-OS,kc 83,Yes,NA,NA,NA,NA
1035,,http://doi.org/,Demography modelling and simulation of the barbarian populations of the “marcomannic⇝ settlement structures of the middle danube region,2018,"Vlach, M.",After-OS,kc 84,No,archaeology,NA,NA,NA
1036,,http://doi.org/10.1080/17549507.2019.1660804,The seven habits of highly effective aphasia therapists: The perspective of people living with aphasia,2019,"Worrall, L.",After-OS,kc 85,No,"perceived aphasia therapists, not about language",NA,NA,NA
1037,,http://doi.org/10.1093/notesj/gjy074,Pride and prejudice: What loppings and croppings?,2018,"Le Faye, D.",After-OS,kc 86,No,literature,NA,NA,NA
1038,,http://doi.org/10.1017/S1351324919000135,NLP commercialisation in the last 25 years,2019,"Dale, R.",After-OS,kc 87,Yes,NA,NA,NA,NA
1039,,http://doi.org/10.1080/19388160.2018.1455613,Tourist Experience on Memorable Hospitality Services,2018,"Lin, P.M.C., Tung, V.W.S., Qiu Zhang, H., Gu, Q.",After-OS,kc 88,No,"Memorable Hospitality Services, not on language",NA,NA,NA
1040,,http://doi.org/10.1177/0261927X17706943,The Strategic Manipulation of Linguistic Complexity: A Test of Two Models of Lying,2018,"Repke, M.A., Conway, L.G., Houck, S.C.",After-OS,kc 89,Yes,NA,NA,NA,NA
1041,,http://doi.org/10.1016/j.jneuroling.2018.07.003,Episodic future thinking and narrative discourse generation in children with Autism Spectrum Disorders,2019,"Marini, A., Ferretti, F., Chiera, A., Magni, R., Adornetti, I., Nicchiarelli, S., Vicari, S., Valeri, G.",After-OS,kc 90,Yes,(note:narrative tasks),NA,NA,NA
1042,,http://doi.org/10.1111/1467-968X.12154,Documenting Feature Pools in Language Expansion Situations: Sibilants in Early Colonial Latin American Spanish,2019,"Sanz-Sánchez, I.",After-OS,kc 91,Yes,NA,NA,NA,NA
1043,,http://doi.org/10.1080/01596306.2019.1595528,"The uneducated and the politics of knowing in ‘post truth’ times: Ranciere, populism and in/equality",2019,"Gerrard, J.",After-OS,kc 92,No,politics,NA,NA,NA
1044,,http://doi.org/10.18355/xl.2019.12.01.09,A model for forming tolerance in profession-oriented text translators as part of the process of developing their sociocultural competence,2019,"Telezhko, I., Biryukova, Y., Kurilenko, V.",After-OS,kc 93,Yes,NA,NA,NA,NA
1045,,http://doi.org/10.22601/PET.2018.03.03,Positive and negative politeness in spoken lithuanian,2018,"Kamandulyte-Merfeldiene, L., Vainilavičiute, S.",After-OS,kc 94,Yes,NA,NA,NA,NA
1046,,http://doi.org/,Correctness and intelligibility. From the work of the editorial team of the Association for the German Language at the German Bundestag | Richtigkeit und verständlichkeit. Aus der arbeit des redaktionsstabs der gesellschaft für deutsche sprache beim deutschen bundestag,2018,"Hallik, S.",After-OS,kc 95,No Access,No access and not in English. https://dialnet.unirioja.es/servlet/articulo?codigo=6366348,NA,NA,NA
1047,,http://doi.org/10.26346/1120-2726-123,Revisiting the cartography of (Italian) postverbal subjects from different angles with reference to canonicality considerations,2018,"Belletti, A.",After-OS,kc 96,Yes,NA,NA,NA,NA
1048,,http://doi.org/10.1016/j.linged.2018.12.003,Are females and males equitably represented? A study of early readers,2019,"Lee, J.F.K., Chin, A.C.O.",After-OS,kc 97,Yes,NA,NA,NA,NA
1049,,http://doi.org/,Exploring the SSCI Phenomenon within the Publish or Perish Principle for Non-native English-speaking ELT Professionals,2018,"Kung, F.-W.",After-OS,kc 98,Yes,NA,NA,NA,NA
1050,,http://doi.org/10.1080/13488678.2018.1440279,Using folktales as a way to operationalise the paradigm of teaching English as an international language,2018,"Lwin, S.M., Marlina, R.",After-OS,kc 99,Yes,NA,NA,NA,NA
1051,,http://doi.org/10.1080/14992027.2017.1398420,The psychological and social consequences of single-sided deafness in adulthood,2018,"Lucas, L., Katiri, R., Kitterick, P.T.",After-OS,kc 100,No,audiology,NA,NA,NA
1052,,http://doi.org/10.22055/rals.2019.15151,Diachronic semantic changes of French borrowed vocabulary in the Russian language,2019,"Andrianova, N.S., Ostroumova, O.F., Mingazova, R.R., Vanchikova, E.A.",After-OS,emb 101,Yes,NA,NA,NA,NA
1053,,http://doi.org/,Figurative ‘eye’ expressions in the conceptualization of emotions and personality traits in Slovak | Figurativni izrazi s komponentom ‘Oko’ u konceptualizaciji emocija i osobina ličnosti u Slovačkom jeziku,2018,"Ciprianová, E., Kováčová, Z.",After-OS,emb 102,Yes,NA,NA,NA,NA
1054,,http://doi.org/10.1108/JME-03-2018-0015,Self-regulated learning in English-language learners who are persisting despite failure on a high school exit exam,2019,"Krishnan, K., Li, C., Kruger, L., Kimble, E., Aki, G., Ruah, R.",After-OS,emb 103,Yes,NA,NA,NA,NA
1055,,http://doi.org/10.22055/rals.2019.15188,On issue of character of ethnic identity transformation of tatar writer Mirgaziyan Yunus,2019,"Faezova, L.R., Khabutdinova, M.M., Gaynyllina, O.R., Mashakova, A.",After-OS,emb 104,No,literature,NA,NA,NA
1056,,http://doi.org/10.18492/dad.436226,Binding in Turkish nominal phrases and phase-sliding | Türkçe adcıl öbeklerde bağlama ve evre-kaydırma,2019,"Özgen, M.",After-OS,emb 105,Yes,NA,NA,NA,NA
1057,,http://doi.org/10.1111/jola.12204,"The Predicament of Language and Culture: Advocacy, Anthropology, and Dormant Language Communities",2018,"Schwartz, S.",After-OS,emb 106,Unsure,commentary on language and anthropology,NA,NA,NA
1058,,http://doi.org/10.2478/rela-2019-0005,Four basic argument forms,2019,"Wagemans, J.H.M.",After-OS,emb 107,No Access,NA,NA,NA,NA
1059,,http://doi.org/10.1093/joc/jqy034,The citizen marketer: Promoting political opinion in the social media age,2018,"Bossetta, M.",After-OS,emb 108,No,book review,NA,NA,NA
1060,,http://doi.org/10.1007/s10831-019-09192-6,Chinese possesses Japanese style scrambling: the case of Xining Mandarin,2019,"Bell, D.",After-OS,emb 109,Yes,NA,NA,NA,NA
1061,,http://doi.org/10.31261/TAPSLA.2019.05.05,L2 gain or L2 Pain? A comparative case study of the target language development among Erasmus+ mobility students and at-home students,2019,"Ozanska-Ponikwia, K., Carlet, A., Valls, M.P.",After-OS,emb 110,Yes,NA,NA,NA,NA
1062,,http://doi.org/10.3828/jrs.2019.15,"Gender, body, and archive in the work of Mariona Giner",2019,"Titus, A.",After-OS,emb 111,No,gender,NA,NA,NA
